Date,Close
2023-08-25,15.680000305175781
2023-08-28,15.079999923706055
2023-08-29,14.449999809265137
2023-08-30,13.880000114440918
2023-08-31,13.569999694824219
2023-09-01,13.09000015258789
2023-09-05,14.010000228881836
2023-09-06,14.449999809265137
2023-09-07,14.399999618530273
2023-09-08,13.84000015258789
2023-09-11,13.800000190734863
2023-09-12,14.229999542236328
2023-09-13,13.479999542236328
2023-09-14,12.819999694824219
2023-09-15,13.789999961853027
2023-09-18,14.0
2023-09-19,14.109999656677246
2023-09-20,15.140000343322754
2023-09-21,17.540000915527344
2023-09-22,17.200000762939453
2023-09-25,16.899999618530273
2023-09-26,18.940000534057617
2023-09-27,18.219999313354492
2023-09-28,17.34000015258789
2023-09-29,17.520000457763672
2023-10-02,17.610000610351562
2023-10-03,19.780000686645508
2023-10-04,18.579999923706055
2023-10-05,18.489999771118164
2023-10-06,17.450000762939453
2023-10-09,17.700000762939453
2023-10-10,17.030000686645508
2023-10-11,16.09000015258789
2023-10-12,16.690000534057617
2023-10-13,19.31999969482422
2023-10-16,17.209999084472656
2023-10-17,17.8799991607666
2023-10-18,19.219999313354492
2023-10-19,21.399999618530273
2023-10-20,21.709999084472656
2023-10-23,20.3700008392334
2023-10-24,18.969999313354492
2023-10-25,20.190000534057617
2023-10-26,20.68000030517578
2023-10-27,21.270000457763672
2023-10-30,19.75
2023-10-31,18.139999389648438
2023-11-01,16.8700008392334
2023-11-02,15.65999984741211
2023-11-03,14.90999984741211
2023-11-06,14.890000343322754
2023-11-07,14.8100004196167
2023-11-08,14.449999809265137
2023-11-09,15.289999961853027
2023-11-10,14.170000076293945
2023-11-13,14.760000228881836
2023-11-14,14.15999984741211
2023-11-15,14.180000305175781
2023-11-16,14.319999694824219
2023-11-17,13.800000190734863
2023-11-20,13.40999984741211
2023-11-21,13.350000381469727
2023-11-22,12.850000381469727
2023-11-24,12.460000038146973
2023-11-27,12.6899995803833
2023-11-28,12.6899995803833
2023-11-29,12.979999542236328
2023-11-30,12.920000076293945
2023-12-01,12.630000114440918
2023-12-04,13.079999923706055
2023-12-05,12.850000381469727
2023-12-06,12.970000267028809
2023-12-07,13.0600004196167
2023-12-08,12.350000381469727
2023-12-11,12.630000114440918
2023-12-12,12.069999694824219
2023-12-13,12.1899995803833
2023-12-14,12.479999542236328
2023-12-15,12.279999732971191
2023-12-18,12.5600004196167
2023-12-19,12.529999732971191
2023-12-20,13.670000076293945
2023-12-21,13.649999618530273
2023-12-22,13.029999732971191
2023-12-26,12.989999771118164
2023-12-27,12.430000305175781
2023-12-28,12.470000267028809
2023-12-29,12.449999809265137
